greenland	locatedin	americas	0	real
bolivia	neighbor	paraguay	0	real
colombia	neighbor	venezuela	0	real
slovakia	locatedin	central_europe	0	real
vietnam	neighbor	laos	0	real
guinea	neighbor	ivory_coast	0	real
morocco	neighbor	spain	0	real
papua_new_guinea	locatedin	oceania	0	real
afghanistan	locatedin	southern_asia	0	real
malaysia	locatedin	south-eastern_asia	0	real
jersey	locatedin	europe	0	real
spain	neighbor	portugal	0	real
ivory_coast	locatedin	western_africa	0	real
western_sahara	locatedin	northern_africa	0	real
bangladesh	neighbor	india	0	real
ukraine	neighbor	poland	0	real
moldova	neighbor	romania	0	real
netherlands	locatedin	europe	0	real
gibraltar	locatedin	europe	0	real
albania	locatedin	europe	0	real
angola	locatedin	africa	0	real
mozambique	neighbor	swaziland	0	real
middle_africa	locatedin	africa	0	real
dominican_republic	locatedin	caribbean	0	real
northern_europe	locatedin	europe	0	real
dr_congo	neighbor	south_sudan	0	real
macedonia	neighbor	serbia	0	real
thailand	locatedin	south-eastern_asia	0	real
saudi_arabia	neighbor	qatar	0	real
new_caledonia	locatedin	oceania	0	real
south_africa	neighbor	lesotho	0	real
honduras	locatedin	western_europe	1	type_valid
iraq	neighbor	iran	0	real
tajikistan	locatedin	central_asia	0	real
finland	neighbor	sweden	0	real
cayman_islands	locatedin	caribbean	0	real
botswana	neighbor	zimbabwe	0	real
croatia	neighbor	bosnia_and_herzegovina	0	real
anguilla	locatedin	eastern_asia	1	type_valid
american_samoa	locatedin	polynesia	0	real
afghanistan	neighbor	iran	0	real
papua_new_guinea	locatedin	melanesia	0	real
germany	locatedin	europe	0	real
cameroon	neighbor	chad	0	real
mongolia	neighbor	china	0	real
peru	neighbor	ecuador	0	real
saint_vincent_and_the_grenadines	locatedin	americas	0	real
italy	locatedin	southern_europe	0	real
ethiopia	neighbor	sudan	0	real
liechtenstein	locatedin	western_europe	0	real
gabon	neighbor	cameroon	0	real
dr_congo	neighbor	republic_of_the_congo	0	real
brazil	neighbor	guyana	0	real
kenya	locatedin	africa	0	real
republic_of_the_congo	locatedin	middle_africa	0	real
kyrgyzstan	neighbor	china	0	real
zimbabwe	locatedin	africa	0	real
netherlands	locatedin	western_europe	0	real
south_sudan	neighbor	central_african_republic	0	real
senegal	neighbor	guinea-bissau	0	real
bangladesh	locatedin	asia	0	real
uganda	locatedin	africa	0	real
bosnia_and_herzegovina	locatedin	europe	0	real
guinea	locatedin	western_africa	0	real
chad	locatedin	europe	1	type_valid
italy	neighbor	san_marino	0	real
mozambique	neighbor	zimbabwe	0	real
central_african_republic	neighbor	chad	0	real
samoa	locatedin	oceania	0	real
burkina_faso	locatedin	africa	0	real
mali	neighbor	ivory_coast	0	real
kenya	neighbor	uganda	0	real
kazakhstan	neighbor	uzbekistan	0	real
svalbard_and_jan_mayen	locatedin	bhutan	1	type_invalid
turkey	neighbor	bulgaria	0	real
france	neighbor	spain	0	real
china	neighbor	hong_kong	0	real
greece	locatedin	europe	0	real
south_sudan	neighbor	ethiopia	0	real
french_guiana	locatedin	africa	1	type_valid
china	neighbor	europe	1	type_invalid
syria	neighbor	turkey	0	real
melanesia	locatedin	oceania	0	real
albania	locatedin	southern_europe	0	real
greece	locatedin	southern_europe	0	real
kosovo	neighbor	serbia	0	real
azerbaijan	neighbor	georgia	0	real
hungary	locatedin	europe	0	real
poland	neighbor	lithuania	0	real
belarus	neighbor	poland	0	real
russia	neighbor	norway	0	real
austria	locatedin	western_europe	0	real
san_marino	neighbor	italy	0	real
austria	neighbor	slovakia	0	real
united_states	neighbor	canada	0	real
bolivia	locatedin	americas	0	real
turkey	locatedin	asia	0	real
cape_verde	locatedin	northern_america	1	type_valid
croatia	neighbor	slovenia	0	real
vanuatu	locatedin	oceania	0	real
monaco	locatedin	europe	0	real
chad	neighbor	south_sudan	0	real
zimbabwe	neighbor	mozambique	0	real
indonesia	locatedin	south-eastern_asia	0	real
croatia	neighbor	serbia	0	real
germany	neighbor	netherlands	0	real
romania	neighbor	ukraine	0	real
lebanon	locatedin	rwanda	1	type_invalid
papua_new_guinea	neighbor	indonesia	0	real
united_kingdom	locatedin	micronesia	1	type_valid
romania	neighbor	hungary	0	real
palestine	locatedin	asia	0	real
india	neighbor	pakistan	0	real
armenia	neighbor	azerbaijan	0	real
south_georgia	locatedin	americas	0	real
belgium	neighbor	luxembourg	0	real
tajikistan	locatedin	asia	0	real
bolivia	neighbor	brazil	0	real
bahamas	locatedin	caribbean	0	real
china	neighbor	north_korea	0	real
puerto_rico	locatedin	eastern_europe	1	type_valid
niger	neighbor	mali	0	real
iraq	neighbor	jordan	0	real
syria	neighbor	iraq	0	real
brazil	locatedin	americas	0	real
belgium	neighbor	germany	0	real
mauritania	neighbor	mali	0	real
são_tomé_and_príncipe	locatedin	africa	0	real
algeria	neighbor	caribbean	1	type_invalid
laos	neighbor	thailand	0	real
jordan	locatedin	western_asia	0	real
zambia	locatedin	eastern_africa	0	real
nauru	locatedin	micronesia	0	real
south_sudan	locatedin	middle_africa	0	real
chile	neighbor	uzbekistan	1	type_valid
bahrain	locatedin	eastern_europe	1	type_valid
pakistan	neighbor	iran	0	real
serbia	locatedin	southern_europe	0	real
south_sudan	neighbor	kenya	0	real
saudi_arabia	neighbor	kuwait	0	real
switzerland	neighbor	austria	0	real
argentina	locatedin	americas	0	real
turkey	neighbor	greece	0	real
kyrgyzstan	neighbor	uzbekistan	0	real
denmark	neighbor	guatemala	1	type_valid
grenada	locatedin	caribbean	0	real
united_arab_emirates	neighbor	saudi_arabia	0	real
dr_congo	locatedin	middle_africa	0	real
san_marino	locatedin	southern_europe	0	real
cambodia	locatedin	asia	0	real
namibia	neighbor	zambia	0	real
brazil	neighbor	western_africa	1	type_invalid
bolivia	neighbor	peru	0	real
niue	locatedin	oceania	0	real
togo	locatedin	africa	0	real
botswana	neighbor	middle_africa	1	type_invalid
thailand	neighbor	myanmar	0	real
south_africa	neighbor	zimbabwe	0	real
zambia	neighbor	malawi	0	real
kyrgyzstan	neighbor	kazakhstan	0	real
niger	locatedin	western_africa	0	real
iran	locatedin	southern_asia	0	real
botswana	locatedin	africa	0	real
ireland	locatedin	northern_europe	0	real
ukraine	neighbor	russia	0	real
mali	neighbor	mauritania	0	real
ukraine	neighbor	polynesia	1	type_invalid
poland	neighbor	netherlands	1	type_valid
southern_asia	locatedin	asia	0	real
russia	locatedin	eastern_europe	0	real
guinea	neighbor	senegal	0	real
costa_rica	locatedin	central_america	0	real
mauritania	neighbor	oceania	1	type_invalid
bermuda	locatedin	northern_america	0	real
cook_islands	locatedin	oceania	0	real
gabon	locatedin	middle_africa	0	real
brazil	neighbor	south-eastern_asia	1	type_invalid
bulgaria	neighbor	macedonia	0	real
tunisia	neighbor	algeria	0	real
somalia	locatedin	africa	0	real
afghanistan	neighbor	tajikistan	0	real
sri_lanka	locatedin	southern_asia	0	real
greece	neighbor	bulgaria	0	real
barbados	locatedin	caribbean	0	real
brunei	locatedin	south-eastern_asia	0	real
greenland	locatedin	northern_america	0	real
central_african_republic	locatedin	middle_africa	0	real
uganda	neighbor	dr_congo	0	real
germany	neighbor	france	0	real
thailand	locatedin	asia	0	real
malta	locatedin	europe	0	real
tanzania	locatedin	africa	0	real
sint_maarten	locatedin	americas	0	real
swaziland	locatedin	africa	0	real
equatorial_guinea	neighbor	gabon	0	real
iceland	locatedin	northern_europe	0	real
benin	locatedin	africa	0	real
maldives	locatedin	asia	0	real
israel	locatedin	western_asia	0	real
dr_congo	neighbor	uganda	0	real
western_sahara	neighbor	mauritania	0	real
mauritania	locatedin	africa	0	real
lithuania	locatedin	europe	0	real
brazil	neighbor	colombia	0	real
dr_congo	neighbor	rwanda	0	real
ethiopia	neighbor	western_europe	1	type_invalid
algeria	locatedin	northern_africa	0	real
serbia	neighbor	croatia	0	real
qatar	locatedin	western_asia	0	real
botswana	neighbor	south_africa	0	real
uganda	neighbor	rwanda	0	real
afghanistan	neighbor	turkmenistan	0	real
canada	locatedin	americas	0	real
slovenia	neighbor	austria	0	real
laos	locatedin	asia	0	real
jamaica	locatedin	americas	0	real
guyana	neighbor	suriname	0	real
japan	locatedin	eastern_asia	0	real
myanmar	neighbor	bangladesh	0	real
grenada	locatedin	americas	0	real
sweden	neighbor	norway	0	real
ireland	locatedin	europe	0	real
ivory_coast	neighbor	mali	0	real
gambia	locatedin	western_africa	0	real
liberia	neighbor	monaco	1	type_valid
dr_congo	neighbor	oceania	1	type_invalid
azerbaijan	locatedin	asia	0	real
switzerland	locatedin	western_europe	0	real
burundi	locatedin	eastern_africa	0	real
colombia	locatedin	south_america	0	real
mozambique	neighbor	zambia	0	real
armenia	neighbor	iran	0	real
germany	neighbor	poland	0	real
myanmar	locatedin	south-eastern_asia	0	real
iran	neighbor	turkey	0	real
canada	locatedin	northern_america	0	real
lithuania	neighbor	belarus	0	real
macau	locatedin	asia	0	real
guinea	neighbor	sierra_leone	0	real
tajikistan	locatedin	southern_europe	1	type_valid
south_africa	neighbor	mozambique	0	real
ecuador	neighbor	peru	0	real
polynesia	locatedin	oceania	0	real
france	neighbor	germany	0	real
norfolk_island	locatedin	oceania	0	real
norway	neighbor	sweden	0	real
mozambique	neighbor	tanzania	0	real
azerbaijan	neighbor	turkey	0	real
kosovo	locatedin	europe	0	real
france	neighbor	italy	0	real
botswana	neighbor	bulgaria	1	type_valid
india	neighbor	myanmar	0	real
indonesia	locatedin	eastern_europe	1	type_valid
gabon	locatedin	africa	0	real
haiti	neighbor	dominican_republic	0	real
sudan	neighbor	libya	0	real
panama	neighbor	costa_rica	0	real
chile	neighbor	peru	0	real
spain	locatedin	europe	0	real
zimbabwe	neighbor	botswana	0	real
bosnia_and_herzegovina	locatedin	southern_europe	0	real
guatemala	neighbor	belize	0	real
kuwait	locatedin	western_asia	0	real
russia	neighbor	guatemala	1	type_valid
cyprus	locatedin	europe	0	real
indonesia	locatedin	asia	0	real
uganda	locatedin	eastern_africa	0	real
italy	locatedin	europe	0	real
guinea-bissau	locatedin	western_africa	0	real
nigeria	locatedin	western_africa	0	real
botswana	neighbor	zambia	0	real
norway	locatedin	europe	0	real
egypt	neighbor	israel	0	real
austria	neighbor	slovenia	0	real
georgia	neighbor	turkey	0	real
serbia	locatedin	europe	0	real
réunion	locatedin	africa	0	real
austria	neighbor	eastern_europe	1	type_invalid
ireland	neighbor	united_kingdom	0	real
china	neighbor	kazakhstan	0	real
belgium	neighbor	netherlands	0	real
republic_of_the_congo	neighbor	dr_congo	0	real
syria	neighbor	jordan	0	real
russia	neighbor	finland	0	real
algeria	neighbor	mali	0	real
turks_and_caicos_islands	locatedin	americas	0	real
tokelau	locatedin	polynesia	0	real
macedonia	neighbor	kosovo	0	real
armenia	neighbor	georgia	0	real
russia	neighbor	estonia	0	real
brazil	neighbor	argentina	0	real
mauritania	neighbor	algeria	0	real
germany	neighbor	czechia	0	real
chad	neighbor	niger	0	real
sudan	neighbor	eritrea	0	real
mayotte	locatedin	africa	0	real
fiji	locatedin	southern_europe	1	type_valid
british_virgin_islands	locatedin	caribbean	0	real
spain	neighbor	gibraltar	0	real
bulgaria	neighbor	greece	0	real
georgia	locatedin	asia	0	real
nigeria	neighbor	cameroon	0	real
laos	neighbor	myanmar	0	real
czechia	locatedin	europe	0	real
libya	locatedin	northern_africa	0	real
slovenia	neighbor	italy	0	real
israel	neighbor	syria	0	real
libya	neighbor	niger	0	real
republic_of_the_congo	neighbor	central_african_republic	0	real
libya	neighbor	algeria	0	real
guinea	neighbor	mali	0	real
syria	locatedin	western_asia	0	real
uganda	neighbor	kenya	0	real
bolivia	locatedin	south_america	0	real
togo	neighbor	benin	0	real
maldives	locatedin	southern_asia	0	real
british_indian_ocean_territory	locatedin	syria	1	type_invalid
saudi_arabia	neighbor	iraq	0	real
france	locatedin	europe	0	real
guinea-bissau	locatedin	africa	0	real
south_korea	locatedin	eastern_asia	0	real
cambodia	locatedin	central_europe	1	type_valid
latvia	locatedin	croatia	1	type_invalid
latvia	locatedin	europe	0	real
canada	neighbor	united_states	0	real
united_states_minor_outlying_islands	locatedin	americas	0	real
switzerland	neighbor	germany	0	real
italy	neighbor	france	0	real
lebanon	neighbor	syria	0	real
iran	neighbor	western_asia	1	type_invalid
macedonia	neighbor	albania	0	real
niger	neighbor	nigeria	0	real
palestine	neighbor	israel	0	real
iraq	neighbor	saudi_arabia	0	real
somalia	neighbor	djibouti	0	real
rwanda	locatedin	africa	0	real
sudan	neighbor	south_sudan	0	real
philippines	locatedin	south-eastern_asia	0	real
liberia	neighbor	guinea	0	real
iran	neighbor	afghanistan	0	real
guam	locatedin	micronesia	0	real
romania	neighbor	serbia	0	real
senegal	locatedin	western_africa	0	real
norway	locatedin	northern_europe	0	real
moldova	locatedin	europe	0	real
central_african_republic	neighbor	dr_congo	0	real
tuvalu	locatedin	oceania	0	real
italy	neighbor	austria	0	real
nepal	locatedin	asia	0	real
denmark	locatedin	northern_europe	0	real
hong_kong	locatedin	eastern_asia	0	real
central_america	locatedin	americas	0	real
russia	neighbor	kazakhstan	0	real
central_african_republic	neighbor	republic_of_the_congo	0	real
australia	locatedin	australia_and_new_zealand	0	real
tanzania	neighbor	mozambique	0	real
uganda	locatedin	western_europe	1	type_valid
montenegro	neighbor	serbia	0	real
macau	locatedin	eastern_asia	0	real
suriname	neighbor	guyana	0	real
spain	locatedin	southern_europe	0	real
kazakhstan	neighbor	russia	0	real
Åland_islands	locatedin	northern_europe	0	real
china	neighbor	macau	0	real
ecuador	locatedin	south_america	0	real
jordan	locatedin	asia	0	real
Åland_islands	locatedin	europe	0	real
costa_rica	locatedin	americas	0	real
laos	neighbor	cambodia	0	real
sweden	locatedin	europe	0	real
india	locatedin	southern_asia	0	real
chad	neighbor	central_african_republic	0	real
somalia	locatedin	turkmenistan	1	type_invalid
brazil	neighbor	peru	0	real
uzbekistan	locatedin	asia	0	real
fiji	locatedin	melanesia	0	real
spain	neighbor	morocco	0	real
svalbard_and_jan_mayen	locatedin	northern_europe	0	real
azerbaijan	neighbor	africa	1	type_invalid
curaçao	locatedin	americas	0	real
slovenia	neighbor	hungary	0	real
marshall_islands	locatedin	oceania	0	real
chile	locatedin	south_america	0	real
guyana	locatedin	americas	0	real
turkey	locatedin	western_asia	0	real
senegal	neighbor	mali	0	real
croatia	locatedin	europe	0	real
vietnam	neighbor	china	0	real
georgia	neighbor	azerbaijan	0	real
guatemala	neighbor	el_salvador	0	real
southern_africa	locatedin	africa	0	real
senegal	neighbor	gambia	0	real
caribbean	locatedin	americas	0	real
burkina_faso	neighbor	ivory_coast	0	real
malaysia	neighbor	brunei	0	real
angola	neighbor	zambia	0	real
dr_congo	neighbor	zambia	0	real
comoros	locatedin	eastern_africa	0	real
martinique	locatedin	americas	0	real
china	locatedin	asia	0	real
mongolia	locatedin	asia	0	real
andorra	neighbor	spain	0	real
bahrain	locatedin	western_asia	0	real
serbia	neighbor	bulgaria	0	real
turks_and_caicos_islands	locatedin	caribbean	0	real
eritrea	neighbor	ethiopia	0	real
cambodia	neighbor	vietnam	0	real
ivory_coast	neighbor	ghana	0	real
colombia	neighbor	panama	0	real
tajikistan	neighbor	china	0	real
botswana	neighbor	asia	1	type_invalid
azerbaijan	neighbor	russia	0	real
timor-leste	locatedin	south-eastern_asia	0	real
mayotte	locatedin	eastern_africa	0	real
saint_barthélemy	locatedin	caribbean	0	real
somalia	locatedin	eastern_africa	0	real
czechia	neighbor	germany	0	real
kazakhstan	neighbor	turkmenistan	0	real
antigua_and_barbuda	locatedin	caribbean	0	real
ecuador	neighbor	colombia	0	real
djibouti	locatedin	eastern_africa	0	real
palau	locatedin	oceania	0	real
mongolia	locatedin	eastern_asia	0	real
nicaragua	neighbor	costa_rica	0	real
montenegro	neighbor	albania	0	real
venezuela	locatedin	americas	0	real
turkmenistan	locatedin	central_asia	0	real
france	neighbor	switzerland	0	real
colombia	neighbor	peru	0	real
uzbekistan	neighbor	kyrgyzstan	0	real
vatican_city	locatedin	europe	0	real
guam	locatedin	oceania	0	real
turkmenistan	neighbor	iran	0	real
brazil	neighbor	venezuela	0	real
singapore	locatedin	asia	0	real
sudan	locatedin	africa	0	real
belarus	locatedin	europe	0	real
mongolia	neighbor	russia	0	real
poland	locatedin	micronesia	1	type_valid
syria	neighbor	lebanon	0	real
ukraine	locatedin	eastern_europe	0	real
ivory_coast	neighbor	burkina_faso	0	real
malta	locatedin	southern_europe	0	real
el_salvador	neighbor	guatemala	0	real
guyana	locatedin	south_america	0	real
haiti	neighbor	mozambique	1	type_valid
liberia	neighbor	ivory_coast	0	real
western_sahara	neighbor	algeria	0	real
burundi	neighbor	tanzania	0	real
niger	locatedin	africa	0	real
bulgaria	neighbor	serbia	0	real
thailand	neighbor	malaysia	0	real
ukraine	neighbor	belarus	0	real
denmark	neighbor	germany	0	real
saudi_arabia	locatedin	asia	0	real
kosovo	neighbor	albania	0	real
south_africa	neighbor	swaziland	0	real
yemen	neighbor	oman	0	real
namibia	locatedin	africa	0	real
burkina_faso	locatedin	western_africa	0	real
hungary	neighbor	slovenia	0	real
chad	locatedin	middle_africa	0	real
saudi_arabia	neighbor	oman	0	real
malawi	locatedin	africa	0	real
belarus	locatedin	eastern_europe	0	real
slovakia	locatedin	europe	0	real
kuwait	locatedin	asia	0	real
japan	locatedin	asia	0	real
estonia	locatedin	europe	0	real
chad	neighbor	nigeria	0	real
united_states	locatedin	northern_america	0	real
nepal	neighbor	china	0	real
trinidad_and_tobago	locatedin	americas	0	real
botswana	neighbor	republic_of_the_congo	1	type_valid
fiji	locatedin	oceania	0	real
saint_kitts_and_nevis	locatedin	caribbean	0	real
kenya	neighbor	ethiopia	0	real
belize	locatedin	americas	0	real
oman	neighbor	united_arab_emirates	0	real
saudi_arabia	neighbor	jordan	0	real
belize	locatedin	central_america	0	real
mali	neighbor	senegal	0	real
albania	neighbor	greece	0	real
romania	neighbor	nicaragua	1	type_valid
turkmenistan	neighbor	uzbekistan	0	real
brazil	locatedin	western_asia	1	type_valid
poland	neighbor	slovakia	0	real
south_sudan	neighbor	uganda	0	real
morocco	locatedin	northern_africa	0	real
rwanda	neighbor	uganda	0	real
bhutan	locatedin	asia	0	real
sweden	locatedin	guinea	1	type_invalid
gabon	neighbor	equatorial_guinea	0	real
mozambique	locatedin	eastern_africa	0	real
cyprus	locatedin	eastern_europe	0	real
kenya	locatedin	eastern_africa	0	real
kosovo	locatedin	eastern_europe	0	real
sudan	neighbor	greece	1	type_valid
guyana	neighbor	brazil	0	real
saint_vincent_and_the_grenadines	locatedin	caribbean	0	real
cameroon	neighbor	gabon	0	real
georgia	neighbor	russia	0	real
ethiopia	locatedin	europe	1	type_valid
south_korea	neighbor	north_korea	0	real
burundi	locatedin	africa	0	real
latvia	locatedin	northern_europe	0	real
réunion	locatedin	slovakia	1	type_invalid
ukraine	neighbor	southern_europe	1	type_invalid
malawi	neighbor	southern_europe	1	type_invalid
kazakhstan	locatedin	asia	0	real
thailand	neighbor	laos	0	real
iraq	locatedin	western_asia	0	real
republic_of_the_congo	locatedin	africa	0	real
switzerland	neighbor	italy	0	real
mexico	neighbor	belize	0	real
senegal	neighbor	mauritania	0	real
french_polynesia	locatedin	oceania	0	real
gibraltar	locatedin	southern_europe	0	real
iran	neighbor	africa	1	type_invalid
zimbabwe	locatedin	americas	1	type_valid
dominica	locatedin	caribbean	0	real
belgium	neighbor	france	0	real
saint_barthélemy	locatedin	americas	0	real
iran	neighbor	pakistan	0	real
niger	neighbor	libya	0	real
china	neighbor	tajikistan	0	real
tanzania	locatedin	eastern_africa	0	real
russia	neighbor	china	0	real
tajikistan	neighbor	kyrgyzstan	0	real
french_guiana	neighbor	suriname	0	real
algeria	neighbor	western_sahara	0	real
montenegro	neighbor	bosnia_and_herzegovina	0	real
iran	locatedin	asia	0	real
bosnia_and_herzegovina	neighbor	serbia	0	real
benin	locatedin	western_africa	0	real
jersey	locatedin	northern_europe	0	real
russia	neighbor	poland	0	real
vietnam	neighbor	cambodia	0	real
algeria	neighbor	mauritania	0	real
luxembourg	neighbor	france	0	real
yemen	locatedin	asia	0	real
nigeria	locatedin	africa	0	real
nigeria	neighbor	niger	0	real
timor-leste	neighbor	indonesia	0	real
botswana	neighbor	namibia	0	real
ecuador	locatedin	americas	0	real
united_kingdom	locatedin	northern_europe	0	real
micronesia	locatedin	micronesia	0	real
italy	neighbor	switzerland	0	real
serbia	neighbor	macedonia	0	real
eritrea	locatedin	africa	0	real
saint_pierre_and_miquelon	locatedin	northern_america	0	real
trinidad_and_tobago	locatedin	caribbean	0	real
bolivia	neighbor	southern_africa	1	type_invalid
kyrgyzstan	locatedin	asia	0	real
mexico	locatedin	americas	0	real
libya	locatedin	africa	0	real
wallis_and_futuna	locatedin	micronesia	1	type_valid
central_europe	locatedin	europe	0	real
rwanda	neighbor	burundi	0	real
russia	neighbor	belarus	0	real
mali	neighbor	algeria	0	real
oman	neighbor	yemen	0	real
belarus	neighbor	ukraine	0	real
albania	neighbor	montenegro	0	real
solomon_islands	locatedin	melanesia	0	real
cocos_keeling_islands	locatedin	oceania	0	real
bermuda	locatedin	americas	0	real
kenya	neighbor	south_sudan	0	real
pakistan	neighbor	asia	1	type_invalid
iran	neighbor	azerbaijan	0	real
iraq	neighbor	kuwait	0	real
china	locatedin	eastern_asia	0	real
pakistan	neighbor	india	0	real
china	neighbor	afghanistan	0	real
togo	neighbor	burkina_faso	0	real
western_sahara	neighbor	morocco	0	real
macedonia	locatedin	southern_europe	0	real
georgia	neighbor	south-eastern_asia	1	type_invalid
suriname	locatedin	americas	0	real
cambodia	neighbor	thailand	0	real
egypt	locatedin	northern_africa	0	real
india	neighbor	bangladesh	0	real
finland	neighbor	russia	0	real
tanzania	neighbor	kenya	0	real
zimbabwe	neighbor	zambia	0	real
ethiopia	neighbor	somalia	0	real
isle_of_man	locatedin	europe	0	real
cyprus	neighbor	united_kingdom	0	real
montserrat	locatedin	caribbean	0	real
palestine	neighbor	jordan	0	real
luxembourg	neighbor	belgium	0	real
curaçao	locatedin	caribbean	0	real
chad	locatedin	africa	0	real
france	neighbor	belgium	0	real
guinea	neighbor	guinea-bissau	0	real
cameroon	neighbor	central_african_republic	0	real
dr_congo	locatedin	africa	0	real
china	neighbor	georgia	1	type_valid
sudan	neighbor	chad	0	real
india	neighbor	afghanistan	0	real
ukraine	neighbor	slovakia	0	real
northern_mariana_islands	locatedin	micronesia	0	real
ethiopia	neighbor	djibouti	0	real
chad	neighbor	libya	0	real
new_zealand	locatedin	oceania	0	real
austria	locatedin	europe	0	real
saint_martin	locatedin	americas	0	real
zambia	neighbor	dr_congo	0	real
kazakhstan	neighbor	kyrgyzstan	0	real
dominican_republic	neighbor	haiti	0	real
iceland	locatedin	europe	0	real
anguilla	locatedin	caribbean	0	real
anguilla	locatedin	americas	0	real
malawi	neighbor	mozambique	0	real
suriname	locatedin	south_america	0	real
liberia	locatedin	western_africa	0	real
india	locatedin	asia	0	real
macedonia	neighbor	greece	0	real
india	neighbor	melanesia	1	type_invalid
ukraine	locatedin	caribbean	1	type_valid
belarus	neighbor	lithuania	0	real
bhutan	locatedin	southern_asia	0	real
kenya	neighbor	tanzania	0	real
ethiopia	locatedin	eastern_africa	0	real
croatia	neighbor	montenegro	0	real
hong_kong	locatedin	asia	0	real
slovakia	neighbor	poland	0	real
algeria	neighbor	libya	0	real
republic_of_the_congo	neighbor	angola	0	real
armenia	locatedin	asia	0	real
eastern_europe	locatedin	europe	0	real
cocos_keeling_islands	locatedin	australia_and_new_zealand	0	real
namibia	locatedin	southern_africa	0	real
north_korea	neighbor	south_korea	0	real
united_arab_emirates	neighbor	oman	0	real
namibia	locatedin	central_america	1	type_valid
france	neighbor	monaco	0	real
brazil	neighbor	bolivia	0	real
bhutan	neighbor	china	0	real
french_polynesia	locatedin	polynesia	0	real
russia	neighbor	ukraine	0	real
kiribati	locatedin	micronesia	0	real
estonia	neighbor	russia	0	real
british_virgin_islands	locatedin	americas	0	real
mozambique	locatedin	africa	0	real
macedonia	locatedin	kyrgyzstan	1	type_invalid
kuwait	neighbor	saudi_arabia	0	real
bolivia	neighbor	argentina	0	real
belarus	neighbor	russia	0	real
burundi	neighbor	dr_congo	0	real
germany	locatedin	western_europe	0	real
niger	neighbor	burkina_faso	0	real
south_korea	locatedin	asia	0	real
benin	neighbor	burkina_faso	0	real
latvia	neighbor	estonia	0	real
suriname	neighbor	brazil	0	real
argentina	neighbor	brazil	0	real
austria	neighbor	liechtenstein	0	real
north_korea	neighbor	china	0	real
niger	neighbor	chad	0	real
ethiopia	neighbor	eritrea	0	real
switzerland	neighbor	france	0	real
uruguay	neighbor	argentina	0	real
south_africa	neighbor	namibia	0	real
ghana	locatedin	africa	0	real
eastern_asia	locatedin	asia	0	real
iraq	neighbor	central_asia	1	type_invalid
